commitID,NS,ND,NF,Entropy,LA,LD,LT,FIX,NDEV,bug
3933,1,1,1,0,1746,0,213,1,1,0
3934,1,1,1,0,0,0,0,0,5,0
3942,1,1,5,0.852959238,400,225,118,0,2,0
3944,1,1,1,0,556,593,27,0,6,0
3951,2,2,2,0.833764907,74,74,115,1,25,1
3955,1,1,1,0,14,14,73,1,20,0
3957,2,2,2,0.353359335,135,90,67,1,19,1
3958,1,1,1,0,14,14,71,1,19,0
3963,2,2,9,0.934641702,16,12,357,1,35,1
3966,1,1,6,1,2,2,480,1,26,0
3984,1,1,1,0,103,0,58,0,1,1
3986,1,1,1,0,366,24,41,0,1,0
3992,1,1,1,0,450,433,60,0,6,0
4003,3,3,9,0.719843243,49,25,446,1,24,0
4005,1,1,1,0,14,14,73,1,20,0
4007,3,3,20,0.88552192,47,9,269,1,42,0
4015,1,1,1,0,2,2,642,1,24,0
4016,1,1,1,0,2,2,642,1,23,0
4018,2,2,5,0.901708893,7,9,614,1,36,0
4019,1,1,1,0,14,14,644,1,23,0
4024,1,1,1,0,34,31,648,1,23,1
4025,2,2,3,0.924111335,16,5,897,1,33,1
4030,1,1,1,0,8,8,632,1,23,1
4032,1,1,1,0,415,417,631,1,23,1
4035,3,3,3,0.164711378,164,316,456,1,25,1
4036,1,1,1,0,7,0,805,1,23,1
4037,1,1,1,0,64,197,802,1,23,1
4039,1,1,1,0,1,0,866,1,23,0
4040,1,1,1,0,15,36,865,1,23,1
4041,1,1,1,0,123,68,881,1,23,1
4042,1,1,1,0,82,264,863,1,23,0
4043,1,1,1,0,5,0,982,1,23,1
4044,2,2,3,0.883425383,23,15,658,1,27,1
4050,1,1,1,0,0,184,969,1,23,0
4051,1,1,1,0,3,0,1139,1,23,0
4052,2,2,2,0.12496864,70,106,829,1,25,1
4053,1,1,1,0,2,2,1188,1,23,0
4054,1,1,1,0,2,2,1188,1,23,1
4055,1,1,1,0,5,4,1188,1,23,1
4057,2,2,3,0.657255511,40,37,802,1,34,1
4058,1,1,1,0,38,42,1185,1,23,0
4060,1,1,1,0,21,15,1203,1,23,0
4061,1,1,1,0,16,21,1197,1,23,1
4066,1,1,7,0.831610254,0,19,353,1,26,0
4075,1,1,1,0,2,0,1208,1,19,0
4076,1,1,1,0,12,8,1206,1,19,0
4077,1,1,1,0,14,12,1208,1,19,0
4082,1,1,1,0,16,2,1095,1,19,1
4083,1,1,1,0,5,0,1087,1,19,0
4084,1,1,1,0,12,1,1085,1,19,1
4085,1,1,1,0,1,1,1077,1,19,0
4087,1,1,1,0,5,5,1072,1,19,1
4089,1,1,1,0,5,28,1072,1,19,0
4090,1,1,6,0.995226686,0,7,562,1,27,0
4097,1,1,1,0,8,2,1090,1,18,0
4103,1,1,1,0,0,1,1066,1,15,0
4105,1,1,1,0,2,2,615,1,14,0
4106,1,1,1,0,2,2,615,0,13,0
4109,1,1,1,0,3,3,690,1,12,0
4114,1,1,1,0,1,1,692,1,11,1
4116,1,1,1,0,1,1,692,1,8,0
4120,1,1,1,0,17,17,694,1,5,0
4121,1,1,1,0,4,4,700,1,5,1
4122,1,1,1,0,1,1,700,1,5,1
4129,1,1,1,0,2,2,437,1,3,0
4130,1,1,1,0,2,2,437,1,3,0
4131,1,1,1,0,80,25,437,0,3,1
4132,1,1,3,0.997508525,43,30,396,1,4,1
4135,1,1,1,0,5,5,405,0,2,0
4138,1,1,4,0.891336829,646,655,420,0,10,0
4139,1,1,1,0,63,14,715,1,13,0
4143,1,1,2,0.314068187,63,75,1087,1,15,0
4166,1,1,1,0,4,3,721,1,18,0
4167,1,1,1,0,3,1,720,1,14,0
4168,1,1,1,0,63,14,719,1,13,0
4176,1,1,1,0,8,0,606,1,12,0
4180,1,1,1,0,10,271,605,1,12,0
4183,1,1,2,0.485460761,5,14,492,1,20,0
4188,1,1,1,0,10,271,605,0,12,0
4190,1,1,1,0,2,2,1084,1,23,0
4191,1,1,1,0,2,0,1084,1,19,0
4192,1,1,1,0,14,9,1082,1,19,0
4193,2,2,6,0.815138934,27,15,884,1,33,0
4195,1,1,1,0,5,0,1087,1,19,0
4198,1,1,1,0,4,4,989,1,23,0
4199,1,1,1,0,8,0,989,1,23,0
4200,1,1,1,0,1,1,984,1,23,0
4201,1,1,1,0,1,0,984,1,23,0
4202,1,1,1,0,5,0,983,1,23,0
4203,2,2,3,0.883425383,24,16,622,1,27,0
4204,1,1,1,0,0,184,969,1,23,0
4205,1,1,1,0,3,0,1139,1,23,0
4206,1,1,4,0.933662671,38,5,332,1,36,0
4207,1,1,1,0,2,2,640,1,24,0
4208,1,1,1,0,2,2,640,1,23,0
4209,1,1,1,0,36,33,640,1,23,0
4210,1,1,1,0,0,0,0,0,1,0
4211,1,1,1,0,10,10,96,1,3,0
4212,1,1,1,0,177,167,96,1,3,0
4216,1,1,1,0,1842,0,76,0,1,0
4218,1,1,19,0.858182689,16,9,342,1,43,1
4227,1,1,6,0.926242057,57,19,266,1,30,0
4228,1,1,1,0,0,0,0,1,1,0
4229,1,1,1,0,1887,0,283,1,1,0
4232,1,1,1,0,3,8,602,1,27,0
4236,1,1,1,0,8,8,591,1,27,0
4238,1,1,1,0,12,25,606,1,27,1
4242,1,1,1,0,3,7,614,1,27,0
4243,1,1,1,0,23,6,616,1,27,1
4255,1,1,1,0,42,0,596,1,25,1
4256,1,1,1,0,2,2,579,1,25,0
4257,1,1,1,0,31,7,580,1,25,0
4258,1,1,1,0,16,9,570,1,25,0
4259,1,1,1,0,4,2,568,1,25,1
4261,1,1,1,0,21,0,567,1,25,0
4262,1,1,1,0,121,72,555,1,24,1
4263,1,1,1,0,2,2,540,1,24,0
4265,1,1,1,0,2,2,540,1,24,1
4266,2,2,2,0.522559375,3,9,739,1,25,1
4269,1,1,1,0,55,24,547,1,24,1
4270,3,4,7,0.920477559,10,4,762,1,34,1
4271,1,1,1,0,177,28,537,1,24,1
4272,1,1,1,0,19,13,477,1,24,1
4275,2,2,2,0.958711883,37,51,712,1,25,1
4277,2,2,2,0.33228663,40,8,509,1,27,1
4278,2,2,2,0.909510663,44,39,706,1,25,1
4281,2,2,2,0.946647439,35,19,688,1,25,0
4284,1,1,1,0,6,2,512,1,24,1
4285,1,1,1,0,114,86,510,1,24,1
4286,1,1,1,0,2,0,504,1,24,0
4287,1,1,1,0,12,14,503,1,24,0
4290,1,1,1,0,2,2,514,1,23,1
4293,2,2,4,0.579340448,24,26,563,1,33,1
4294,3,3,12,0.828775006,10,7,492,1,37,1
4296,2,2,2,0.899743759,7,5,758,1,24,1
4297,1,1,1,0,2,2,570,1,22,0
4299,2,3,7,0.71484194,15,9,666,1,34,1
4302,1,1,1,0,5,2,580,1,21,0
4303,1,1,3,0.892008211,7,7,649,1,31,1
4305,1,1,1,0,2,2,576,1,21,0
4306,1,1,1,0,5,5,576,1,21,1
4309,2,3,10,0.632413288,41,18,436,1,32,1
4310,1,1,1,0,0,5,586,1,21,0
4311,1,1,1,0,3,2,588,1,21,1
4312,1,1,1,0,15,2,587,1,21,0
4314,1,1,1,0,2,0,580,1,21,0
4316,1,1,1,0,7,7,579,1,20,0
4320,1,1,1,0,2,5,581,1,20,0
4322,1,1,1,0,48,17,582,1,20,1
4323,1,1,1,0,2,2,564,1,19,0
4325,1,1,1,0,9,4,562,1,17,1
4335,1,1,1,0,4,4,544,1,14,0
4336,1,1,1,0,4,0,544,1,13,0
4340,1,1,1,0,37,37,541,1,12,0
4342,1,1,1,0,7,2,537,1,10,0
4343,1,1,1,0,2,2,534,1,8,1
4345,1,1,1,0,2,2,534,1,8,1
4346,1,1,1,0,4,2,534,1,8,1
4347,1,1,1,0,13,4,533,1,7,1
4349,1,1,1,0,167,114,528,1,7,1
4356,1,1,2,1,2,2,457,1,9,1
4357,1,1,1,0,0,4,518,1,5,0
4358,1,1,2,0.14609425,38,25,381,0,9,1
4359,1,1,1,0,83,15,519,1,4,1
4360,1,1,1,0,2,2,491,1,4,1
4361,1,1,1,0,4,2,491,1,4,0
4363,1,1,1,0,12,6,484,0,2,1
4366,1,1,4,0.234462727,62,20,423,0,7,0
4371,1,1,1,0,4,4,533,1,14,0
4372,1,1,2,0.918295834,2,0,809,1,14,0
4373,1,1,1,0,8,2,531,1,10,0
4381,1,1,1,0,14,20,557,0,10,0
4405,1,1,14,0.472951851,569,87,486,1,23,0
4406,1,1,1,0,2,2,554,1,21,0
4407,1,1,6,0.995226686,0,8,474,1,27,0
4409,1,1,1,0,20,5,551,1,21,0
4411,1,1,1,0,4,4,544,1,14,0
4415,1,1,1,0,48,13,558,0,15,0
4416,1,1,1,0,35,13,539,1,15,0
4418,1,1,3,0.982141033,4,4,535,0,22,0
4423,1,1,1,0,11,6,531,0,15,0
4424,1,1,2,0.863120569,5,9,512,0,18,0
4426,1,1,3,0.647399701,17,8,619,0,22,0
4428,1,1,3,0.561824902,35,23,553,0,22,0
4432,1,1,1,0,10,3,588,1,24,0
4433,1,1,3,0.678198748,11,19,539,1,34,0
4434,1,1,1,0,2,2,590,1,22,0
4436,1,1,1,0,5,2,589,1,21,0
4438,1,1,1,0,2,2,586,1,21,0
4439,1,1,1,0,5,5,586,1,21,0
4440,1,1,1,0,21,0,570,1,25,0
4442,1,1,1,0,2,2,543,1,24,0
4443,2,2,2,0.522559375,3,9,741,1,25,0
4444,1,1,1,0,0,2,551,1,24,0
4445,1,1,1,0,172,27,552,1,24,0
4446,2,2,2,0.997294382,44,59,709,1,25,0
4447,2,2,2,0.33228663,39,8,521,1,27,0
4451,1,1,1,0,9,9,220,1,4,0
4452,1,1,1,0,5,5,220,1,4,0
4460,1,1,1,0,5,5,213,1,3,0
4461,1,1,1,0,146,9,213,1,3,1
4465,1,1,1,0,10,10,194,1,2,0
4467,1,1,1,0,31,31,194,1,1,1
4469,1,1,1,0,5,5,195,1,4,0
4470,1,1,2,1,7,2,206,1,5,0
4471,1,1,1,0,10,10,194,1,2,0
4473,1,1,1,0,5,5,213,1,4,0
4476,2,2,2,0.999728007,513,360,118,1,20,0
4480,1,1,1,0,8,8,131,1,20,0
4481,1,1,7,0.906975929,3,9,488,1,39,1
4482,2,2,4,0.943279001,56,77,254,1,28,1
4483,2,2,2,0.949452015,33,2,277,1,21,1
4486,2,2,2,0.949452015,33,2,277,1,21,1
4488,2,2,8,0.868014346,42,129,157,1,26,1
4489,2,2,3,0.918990046,8,10,279,1,23,0
4492,2,2,3,0.753958722,356,398,157,1,19,1
4502,1,1,1,0,18,23,219,1,16,0
4503,2,2,2,0.15045116,205,325,350,1,19,1
4506,1,1,1,0,17,13,299,1,14,0
4519,1,1,1,0,3,3,299,1,5,0
4521,1,1,3,0.997683477,18,18,368,1,6,0
4550,2,2,4,0.748381148,31,10,234,1,31,0
4551,1,1,1,0,8,8,132,1,20,0
4562,1,1,1,0,64,38,264,1,5,0
4564,1,1,1,0,92,192,261,1,5,1
4565,1,1,1,0,7,7,282,1,5,0
4567,2,2,7,0.769951956,20,18,583,1,36,1
4569,1,1,1,0,337,181,282,1,3,1
4573,1,1,1,0,64,38,265,1,5,0
4574,2,2,2,0.498027887,131,9,229,1,15,0
4576,1,1,1,0,0,0,239,1,1,1
4577,3,5,17,0.746136553,30,18,595,1,45,0
4579,2,4,5,0.475829615,30,3,775,1,35,0
4581,1,1,1,0,23,23,306,1,30,0
4584,1,1,1,0,3,0,306,1,30,0
4585,2,3,5,0.833734333,8,0,992,1,41,0
4596,2,2,8,0.691658486,9,37,472,1,39,1
4602,1,1,1,0,12,0,339,1,29,0
4607,1,1,2,0.936667382,5,15,435,1,37,0
4608,1,1,1,0,109,67,341,1,29,1
4610,1,1,1,0,56,42,337,1,29,0
4614,1,1,5,0.691241166,32,16,506,1,37,1
4615,1,1,1,0,3,3,325,1,29,1
4616,1,1,1,0,3,3,325,1,29,0
4618,1,1,1,0,28,31,325,1,28,1
4623,1,1,1,0,6,0,317,1,27,0
4624,1,1,1,0,0,13,316,1,27,0
4626,2,2,10,0.960420086,3,5,568,1,34,1
4630,1,1,1,0,101,26,267,1,26,1
4631,1,1,2,0.468995594,16,1,602,1,31,0
4632,2,2,3,0.799980022,47,10,460,1,32,1
4634,1,1,1,0,4,0,227,1,26,0
4635,1,1,1,0,4,0,226,1,26,0
4636,1,1,1,0,9,9,225,1,26,0
4637,1,1,1,0,62,76,225,1,26,1
4639,1,1,1,0,74,52,229,1,25,0
4641,1,1,1,0,18,0,225,1,24,0
4644,1,1,1,0,55,46,219,1,24,1
4646,1,1,1,0,5,5,215,1,22,0
4647,1,1,1,0,5,0,215,1,21,0
4648,1,1,1,0,9,0,214,1,21,0
4649,1,1,1,0,5,5,213,1,20,0
4651,1,1,1,0,43,28,211,1,20,0
4652,1,1,1,0,9,0,211,1,20,1
4654,1,1,3,0.873479028,2,8,413,1,24,1
4660,1,1,1,0,4,0,225,1,19,0
4661,1,1,1,0,4,4,224,1,19,1
4663,1,1,1,0,23,0,214,1,19,0
4668,1,1,1,0,877,1725,211,1,17,1
4669,1,1,1,0,3,0,343,1,16,1
4671,1,1,1,0,6,3,341,1,15,1
4672,1,1,1,0,41,12,340,1,15,0
4673,1,1,1,0,211,87,332,1,15,1
4675,1,1,1,0,3,3,305,1,15,0
4676,1,1,1,0,7,7,305,1,15,0
4677,1,1,1,0,7,0,305,1,15,0
4681,1,1,1,0,50,50,299,1,14,0
4682,1,1,1,0,30,94,297,1,14,0
4683,1,1,1,0,92,30,304,1,14,1
4686,1,1,1,0,3,3,297,1,12,0
4687,1,1,1,0,7,7,297,0,11,1
4690,1,1,1,0,3,3,297,1,10,0
4691,1,1,1,0,30,3,297,1,10,1
4692,1,1,1,0,121,141,290,1,8,1
4696,1,1,2,0.938315352,136,26,192,1,7,1
4697,1,1,1,0,13,0,239,1,7,1
4698,1,1,1,0,51,13,236,1,7,0
4701,1,1,1,0,23,0,219,0,7,1
4703,1,1,1,0,5,0,215,0,7,1
4705,1,1,1,0,5,9,214,0,6,1
4707,1,1,1,0,71,71,196,1,5,0
4708,1,1,1,0,189,189,196,1,5,1
4710,1,1,1,0,41,36,193,1,4,0
4711,1,1,2,0.961236605,99,8,182,1,2,1
4713,1,1,1,0,5,5,184,1,2,0
4715,1,1,1,0,11,11,183,0,2,0
4720,1,1,2,1,32,2,235,1,1,1
4721,1,1,1,0,6,0,173,1,1,0
4723,1,1,1,0,6,6,156,1,1,0
4724,1,1,1,0,6,6,156,1,1,0
4725,1,1,1,0,6,6,156,0,1,0
4726,1,1,1,0,147,147,156,1,1,1
4752,1,1,2,0.591672779,7,7,499,1,16,0
4758,1,1,1,0,3,0,342,1,15,0
4767,1,1,4,0.876750658,28,18,528,1,36,0
4769,1,1,1,0,4,0,225,1,19,0
4770,1,1,1,0,4,4,224,1,19,0
4785,1,1,4,0.6158204,56,50,338,1,23,0
4792,1,1,2,0.591672779,20,6,270,1,28,0
4794,1,1,1,0,3,0,339,1,30,0
4795,1,1,4,0.898089846,3,7,375,1,34,0
4796,1,1,1,0,32,6,340,1,29,0
4798,1,1,1,0,21,21,340,1,30,0
4799,1,1,1,0,3,0,340,1,30,0
4800,1,1,1,0,0,0,0,0,1,0
4802,1,1,1,0,34,13,232,1,1,0
4804,1,1,1,0,4,4,228,1,1,0
4805,1,1,1,0,0,0,228,1,1,1
4808,2,2,3,0.27072186,2,140,360,1,37,0
4813,2,2,4,0.872516709,7,12,808,1,40,0
4816,1,1,2,0.997772472,12,13,731,1,35,0
4819,1,1,2,0.89049164,6,72,249,1,37,1
4822,1,1,1,0,0,69,261,1,34,0
4825,1,1,1,0,0,24,295,1,34,0
4827,1,1,2,0.99107606,10,8,777,1,35,0
4830,3,4,7,0.461273797,65,82,445,1,37,1
4831,1,1,1,0,9,0,457,1,34,1
4834,2,3,19,0.724786006,12,14,414,1,39,1
4835,1,1,1,0,0,20,458,1,34,0
4841,1,1,1,0,15,6,536,1,34,0
4844,2,2,4,0.792080039,9,4,524,1,36,1
4845,2,2,2,0.995187666,49,43,531,1,34,1
4848,1,1,1,0,0,20,651,1,34,0
4851,1,1,2,0.738284866,13,15,439,1,34,1
4852,1,1,1,0,3,9,662,1,34,1
4854,1,1,1,0,3,1,667,1,33,0
4855,1,1,1,0,54,29,666,1,33,1
4857,1,1,1,0,8,3,657,1,33,0
4860,1,1,1,0,3,3,635,1,33,1
4863,2,2,27,0.849160272,5,2,322,1,38,1
4866,2,2,2,0.996995427,29,25,579,1,33,1
4867,2,2,2,0.757878463,8,17,665,1,32,1
4868,1,1,1,0,3,3,720,1,32,1
4870,3,3,6,0.147354355,204,221,628,1,36,1
4871,1,1,1,0,3,1,721,1,32,1
4872,1,1,1,0,0,18,720,1,32,0
4873,1,1,1,0,4,4,729,1,32,0
4877,2,2,4,0.552961652,44,46,1202,1,35,1
4878,2,2,11,0.941795216,5,3,728,1,37,1
4879,2,2,2,0.970950594,26,13,568,1,33,1
4880,1,1,2,1,0,1,903,1,33,0
4886,1,1,1,0,0,15,776,1,31,0
4887,2,2,3,0.738208875,12,15,731,1,32,1
4891,2,2,3,0.733807435,15,14,742,1,32,1
4894,2,2,3,0.815638145,18,12,418,1,32,1
4895,1,1,1,0,3,2,862,1,31,1
4900,2,2,4,0.700595846,17,14,616,1,33,1
4902,2,2,9,0.875165263,19,25,330,1,34,1
4903,1,1,1,0,16,13,889,1,30,0
4904,1,1,1,0,1,1,888,1,30,1
4908,2,3,11,0.823327787,18,12,345,1,34,1
4910,1,1,1,0,3,3,864,1,30,1
4912,1,1,1,0,1,1,858,1,29,1
4913,1,1,1,0,6,6,858,1,29,1
4914,1,1,1,0,14,14,858,1,28,1
4915,1,1,1,0,6,3,858,1,28,0
4916,1,1,1,0,1,1,856,1,28,0
4917,1,1,1,0,2,26,856,1,28,1
4918,1,1,1,0,1,1,863,1,28,0
4919,1,1,1,0,5,0,863,1,28,0
4920,2,2,6,0.61640524,65,38,349,1,29,1
4922,1,1,1,0,1,1,867,1,28,0
4926,1,1,2,0.970950594,2,3,513,1,29,0
4928,1,1,1,0,2,1,851,1,28,1
4929,1,1,1,0,1,1,850,1,28,0
4931,1,1,1,0,1,1,850,1,28,0
4932,1,1,1,0,5,2,850,1,28,1
4934,1,1,1,0,1,1,850,1,26,1
4935,1,1,1,0,1,1,850,1,26,1
4936,1,1,1,0,13,8,850,1,26,0
4938,1,1,1,0,68,2,850,1,25,1
4939,1,1,1,0,1,1,822,1,24,1
4940,1,1,3,0.822823734,22,12,360,1,25,1
4945,1,1,1,0,27,27,912,1,24,1
4948,1,1,1,0,21,1,912,1,24,1
4952,1,1,1,0,9,6,908,1,23,0
4953,1,1,1,0,1,205,906,1,22,1
4961,1,1,2,0.569961376,39,2,624,1,22,1
4963,1,1,1,0,1,1,986,1,22,1
4965,1,1,1,0,3,1,960,1,22,0
4966,1,1,1,0,3,6,959,1,22,1
4968,2,2,3,0.665495034,176,197,418,1,22,1
4971,1,1,2,0.918295834,2,1,661,1,24,0
4973,1,1,1,0,1,1,953,1,22,1
4976,1,1,2,0.591672779,7,3,767,1,24,1
4980,1,1,1,0,1,17,818,1,22,1
4981,1,1,6,0.45446988,18,65,324,1,26,1
4982,1,1,1,0,1,2,857,1,22,0
4993,1,1,1,0,8,1,916,1,21,1
4994,1,1,1,0,1,0,916,1,21,0
4998,1,1,1,0,1,1,890,0,21,0
4999,1,1,1,0,1,1,890,1,21,0
5003,1,1,2,0.157906374,58,56,763,1,22,1
5007,1,1,1,0,7,2,910,1,20,0
5008,1,1,2,0.954434003,6,1,1239,1,21,1
5009,1,1,1,0,4,0,906,1,20,0
5010,1,1,1,0,25,24,902,1,20,0
5011,1,1,1,0,1,1,902,1,19,0
5012,1,1,1,0,1,1,902,0,19,1
5015,2,2,2,0.272970858,58,11,469,1,19,1
5016,1,1,1,0,1,1,900,1,19,1
5017,1,1,1,0,1,1,900,1,19,0
5018,1,1,2,0.503258335,20,4,562,1,21,1
5020,1,1,2,1,1,1,1180,1,20,1
5021,1,1,1,0,0,50,898,1,19,0
5023,1,1,1,0,6,22,925,1,19,1
5025,1,1,1,0,1,1,935,1,19,1
5028,1,1,4,0.890319531,8,8,506,1,19,1
5030,1,1,1,0,3,0,949,1,19,1
5031,1,1,2,1,7,0,897,1,20,0
5032,1,1,1,0,5,0,944,1,19,0
5034,1,1,1,0,0,3,899,1,19,0
5035,1,1,1,0,3,0,901,1,19,0
5036,1,1,1,0,7,2,900,1,19,1
5037,1,1,2,0.811278124,116,116,482,1,19,1
5040,1,1,2,0.983793995,95,298,485,1,19,1
5049,1,1,1,0,2,1,835,1,19,0
5051,1,1,1,0,5,5,830,1,18,0
5052,1,1,2,0.99323382,27,6,466,1,18,0
5053,1,1,1,0,1,1,820,1,18,0
5054,1,1,1,0,1,2,820,1,18,1
5055,1,1,1,0,63,40,821,1,17,1
5056,1,1,1,0,1,0,812,1,17,1
5061,1,1,1,0,9,0,765,1,16,0
5062,1,1,1,0,3,3,759,1,16,0
5066,1,1,1,0,9,3,759,1,16,1
5067,1,1,1,0,1,1,756,1,16,0
5068,1,1,2,0.965636133,13,1,809,1,16,1
5070,1,1,1,0,1,1,754,0,16,0
5071,1,1,1,0,1,1,754,0,16,0
5072,1,1,1,0,1,1,754,1,16,0
5074,1,1,2,0.981940787,9,9,1020,1,16,1
5075,1,1,1,0,47,9,743,1,15,1
5076,1,1,1,0,1,1,731,1,15,0
5079,1,1,2,0.453716339,146,23,747,1,15,1
5083,1,1,1,0,11,11,663,1,14,0
5085,1,1,2,1,2,2,479,1,15,0
5086,1,1,1,0,8,6,654,1,14,0
5087,1,1,1,0,5,0,654,1,14,1
5090,2,2,3,0.878347105,19,2,281,1,14,1
5092,1,1,1,0,2,0,637,1,13,0
5093,1,1,1,0,2,2,636,0,13,1
5094,1,1,1,0,2,2,636,0,12,0
5095,1,1,1,0,13,0,636,1,12,1
5097,1,1,1,0,5,2,627,1,12,0
5098,1,1,1,0,13,0,625,1,11,1
5099,1,1,1,0,2,2,619,1,11,1
5101,1,1,3,0.893230719,18,9,457,0,11,1
5102,1,1,1,0,67,2,609,1,10,1
5104,1,1,1,0,12,12,587,0,10,1
5105,1,1,2,0.41381685,26,17,560,1,11,0
5106,1,1,1,0,3,2,586,1,9,1
5107,1,1,1,0,9,2,585,1,9,1
5108,1,1,1,0,2,2,582,0,9,0
5111,1,1,1,0,2,2,573,1,8,1
5112,1,1,1,0,10,9,573,1,8,0
5113,1,1,1,0,2,2,572,0,8,0
5114,1,1,1,0,2,2,572,0,8,0
5115,1,1,1,0,3,3,572,1,8,0
5116,1,1,2,0.970950594,14,13,462,1,10,1
5118,1,1,1,0,0,14,561,0,7,0
5120,1,1,1,0,9,2,571,0,6,0
5122,1,1,1,0,5,5,552,0,6,0
5123,1,1,1,0,5,5,552,0,6,1
5127,1,1,1,0,2,2,471,0,6,0
5129,1,1,1,0,6,6,467,1,6,1
5131,1,1,1,0,9,7,446,1,6,1
5133,1,1,1,0,33,2,428,1,6,1
5134,1,1,1,0,45,0,422,0,6,0
5140,1,1,1,0,5,0,385,1,6,0
5143,1,1,1,0,11,5,367,0,6,0
5144,1,1,1,0,0,5,365,0,6,0
5147,1,1,1,0,3,3,358,0,6,0
5148,1,1,1,0,3,3,358,0,6,0
5151,1,1,3,0.864973521,9,9,178,1,5,0
5154,1,1,1,0,3,3,322,0,5,0
5155,1,1,1,0,3,3,322,0,5,0
5158,1,1,2,1,5,5,187,0,4,0
5159,1,1,1,0,0,16,320,1,4,0
5160,1,1,1,0,3,3,325,0,4,0
5161,1,1,1,0,3,3,325,0,4,0
5162,1,1,2,0.996791632,33,5,198,1,3,1
5166,1,1,1,0,3,3,300,0,2,0
5167,1,1,1,0,3,3,300,0,2,0
5169,1,1,1,0,7,7,295,0,2,1
5173,1,1,1,0,21,0,286,0,1,1
5174,1,1,1,0,4,4,284,0,1,0
5175,1,1,1,0,4,4,284,0,1,0
5176,1,1,1,0,4,4,284,0,1,0
5178,1,1,1,0,4,4,283,1,1,1
5179,1,1,1,0,4,4,283,0,1,1
5185,1,1,1,0,9,9,782,1,8,0
5190,1,1,1,0,2,0,571,1,7,0
5191,1,1,1,0,1,1,772,0,22,0
5192,1,1,1,0,1,1,772,0,22,0
5193,1,1,1,0,1,1,772,0,21,0
5194,1,1,1,0,8,0,772,1,20,0
5195,1,1,1,0,1,1,766,0,20,0
5196,1,1,2,1,2,2,592,1,21,0
5197,1,1,1,0,4,0,766,1,20,0
5199,1,1,1,0,9,0,758,1,18,0
5200,1,1,1,0,1,1,754,0,18,0
5208,1,1,7,0.666975457,52,14,582,0,18,0
5222,1,1,2,0.738284866,8,4,985,1,19,0
5224,1,1,1,0,81,52,859,0,17,0
5226,1,1,1,0,27,15,824,0,17,0
5227,1,1,1,0,15,20,815,0,17,0
5228,1,1,1,0,12,6,823,0,17,0
5250,1,1,1,0,1,1,946,0,34,0
5252,1,1,1,0,4,4,942,1,33,0
5254,1,1,1,0,7,1,942,1,33,0
5255,1,1,1,0,1,1,938,0,33,0
5257,1,1,1,0,1,1,910,0,31,0
5259,1,1,1,0,1,1,910,0,30,0
5260,1,1,1,0,1,1,910,1,30,0
5261,1,1,1,0,1,1,910,0,28,0
5262,1,1,2,0.811278124,2,5,565,1,29,0
5263,1,1,1,0,1,1,910,0,28,0
5264,1,1,1,0,1,1,910,1,28,0
5265,1,1,1,0,4,2,910,1,28,0
5266,1,1,1,0,1,1,909,1,26,0
5267,1,1,1,0,1,1,909,0,24,0
5269,1,1,1,0,1,1,908,0,22,0
5270,1,1,1,0,1,1,908,0,22,0
5271,1,1,1,0,1,2,908,1,22,0
5273,1,1,1,0,1,1,908,0,21,0
5277,1,1,1,0,7,2,910,1,20,0
5278,1,1,1,0,1,1,907,0,20,0
5279,1,1,2,0.954434003,6,1,1239,1,21,0
5280,1,1,1,0,4,0,906,1,20,0
5281,1,1,1,0,25,24,902,1,20,0
5288,2,2,2,1,1,1,763,1,22,0
5290,1,1,1,0,7,13,966,1,22,0
5312,1,1,1,0,1,0,969,1,21,0
5323,1,1,2,0.898058793,10,8,963,1,21,0
5331,4,4,11,0.655125041,113,112,172,0,26,0
5336,1,1,1,0,6,2,884,1,33,0
5337,1,1,5,0.726809791,30,17,523,1,37,0
5341,2,2,7,0.801709149,24,11,736,1,34,0
5343,1,1,1,0,16,14,865,1,30,0
5344,1,1,1,0,1,1,864,1,30,0
5345,1,1,1,0,3,3,864,1,30,0
5347,2,2,2,0.977417818,16,3,442,1,37,0
5348,1,1,1,0,12,5,666,1,34,0
5349,1,1,1,0,3,9,662,1,34,0
5350,1,1,4,0.494090419,2,3,929,1,36,0
5351,1,1,1,0,3,1,667,1,33,0
5352,1,1,2,0.749595257,4,0,1563,1,42,0
5356,1,1,1,0,2,2,457,1,35,0
5359,1,1,3,0.829243901,37,23,73,1,1,0
5363,1,1,1,0,0,0,0,0,1,0
5364,1,1,1,0,1689,0,45,0,1,0
5378,1,1,1,0,0,0,0,0,1,0
5379,1,1,1,0,2030,0,33,0,1,0
5397,2,3,9,0.590754633,30,27,470,1,40,1
5399,1,1,1,0,5,5,822,1,20,0
5400,1,1,1,0,27,10,822,1,20,0
5403,4,5,9,0.952054051,4,2,574,1,37,1
5406,1,1,1,0,2,2,834,1,19,0
5407,1,1,1,0,1,1,834,1,19,0
5409,1,1,1,0,13,4,833,1,18,0
5410,1,1,1,0,4,1,828,1,18,1
5414,2,2,3,0.94639463,3,3,525,1,25,0
5423,3,3,15,0.925380243,5,7,646,1,36,1
5428,1,1,1,0,5,5,436,1,11,0
5430,1,1,1,0,14,14,435,1,11,0
5433,1,1,1,0,2,2,434,1,9,0
5435,1,1,1,0,2,2,435,1,9,1
5436,1,1,1,0,60,32,435,1,9,0
5437,1,1,1,0,2,2,431,1,9,0
